# file format intended for conversion to featureXML through OpenMS FileConverter
scan	time	mz	accurateMZ	mass	intensity	charge	chargeStates	kl	background	median	peaks	scanFirst	scanLast	scanCount	totalIntensity	sumSquaresDist	description
364	532.9998249407037	419.94094491916746	419.9409037631467	1675.7345091850668	1234972.5518487925	4	0	1.0	0.0	0.0	3	910	929	19	1234972.5518487925	0.0	""
365	533.0409080151919	609.207019484888	609.2060657993399	608.1987893324599	714887.3806612686	1	0	1.0	0.0	0.0	2	897	920	21	714887.3806612686	0.0	""
366	532.5662905608372	651.1442670181438	651.1435500927017	650.1362736258218	351434.21184231935	1	0	1.0	0.0	0.0	2	902	919	13	351434.21184231935	0.0	""
367	532.8094523243984	496.83401377702046	496.83313216558423	495.82585569870423	147854.11438695298	1	0	1.0	0.0	0.0	2	913	920	8	147854.11438695298	0.0	""
368	531.3053486858107	464.12901449511276	464.12697642396586	463.11969995708586	274120.3044204226	1	0	1.0	0.0	0.0	2	902	920	14	274120.3044204226	0.0	""
369	533.0435248706353	517.2309489600864	517.2310415204557	1548.6712951607274	582488.4839800277	3	0	1.0	0.0	0.0	2	909	925	17	582488.4839800277	0.0	""
370	528.6806311443132	431.0676917913514	431.0672991347276	430.0600226678476	774560.5327343761	1	0	1.0	0.0	0.0	2	900	922	23	774560.5327343761	0.0	""
371	533.1301291098804	522.1159390867383	522.1150616626044	521.1077851957244	57707.28123640854	1	0	1.0	0.0	0.0	2	912	922	7	57707.28123640854	0.0	""
372	531.839336101187	463.1462804822453	463.1449890436138	462.1377125767338	1961608.4257236507	1	0	1.0	0.0	0.0	2	900	929	30	1961608.4257236507	0.0	""
373	533.9915417959512	611.1843844342436	611.1836226858824	610.1763462190024	155345.63385773438	1	0	1.0	0.0	0.0	2	914	923	9	155345.63385773438	0.0	""
374	534.4948546307194	423.1992723542599	423.19921180685725	1266.5758060199319	106914.14822687101	3	0	1.0	0.0	0.0	2	920	925	6	106914.14822687101	0.0	""
375	534.4642266479167	473.27693644530996	473.2768012845437	944.5390496353274	290072.3339745709	2	0	1.0	0.0	0.0	2	916	926	11	290072.3339745709	0.0	""
376	532.1851943624731	745.1902053289892	745.189880044512	744.1826035776321	529603.5800706914	1	0	1.0	0.0	0.0	2	910	926	17	529603.5800706914	0.0	""
377	532.7114830295635	402.53205217021605	402.53201771162026	1204.5742237342208	386849.5073445932	3	0	1.0	0.0	0.0	2	911	934	18	386849.5073445932	0.0	""
378	534.7387887219387	470.7369031777831	470.7367920044621	939.4590310751641	108312.91615978206	2	0	1.0	0.0	0.0	2	917	926	7	108312.91615978206	0.0	""
379	534.6157003844248	420.1910092673899	420.1910966327584	1676.7352806635135	481482.62899867113	4	0	1.0	0.0	0.0	2	919	945	20	481482.62899867113	0.0	""
380	531.8586529630329	555.2765892337903	555.2766221298078	1108.5386913258558	630645.5189977456	2	0	1.0	0.0	0.0	2	907	930	20	630645.5189977456	0.0	""
381	534.5158792799762	415.24760046928236	415.2476274583677	828.4807019829753	330792.40312881465	2	0	1.0	0.0	0.0	2	920	929	10	330792.40312881465	0.0	""
382	536.459197542692	447.09884228604426	447.0984564915653	446.0911800246853	659290.2718236563	1	0	1.0	0.0	0.0	2	922	932	11	659290.2718236563	0.0	""
383	534.0611340105995	536.1646957576141	536.1637985960203	535.1565221291404	3741464.67266849	1	0	1.0	0.0	0.0	3	909	948	33	3741464.67266849	0.0	""
384	535.0420462845805	679.8424534600914	679.8423834387369	1357.6702139437139	165687.8730106536	2	0	1.0	0.0	0.0	2	921	935	11	165687.8730106536	0.0	""
385	535.7776979041047	431.0678512528013	431.06708049711256	430.05980403023256	296469.9759663725	1	0	1.0	0.0	0.0	2	923	936	10	296469.9759663725	0.0	""
386	535.7970566653227	578.1261916859131	578.1254744447903	577.1181979779103	211581.5845137659	1	0	1.0	0.0	0.0	2	920	930	11	211581.5845137659	0.0	""
387	535.1515595232772	463.12959465128716	463.12933612646543	462.12205965958543	1329156.16759523	1	0	1.0	0.0	0.0	2	905	934	30	1329156.16759523	0.0	""
388	536.7557057550061	423.19933650955824	423.19918350200874	1266.5757211053863	151179.23326982884	3	0	1.0	0.0	0.0	2	926	933	7	151179.23326982884	0.0	""
389	536.7602872777665	437.7343159766485	437.7343899726347	873.4542270115094	128606.69426314856	2	0	1.0	0.0	0.0	2	926	934	8	128606.69426314856	0.0	""
390	537.5640570730116	454.23343000288	454.23337306549814	1359.6782897958544	658189.1800860453	3	0	1.0	0.0	0.0	2	924	939	16	658189.1800860453	0.0	""
391	537.4607099990433	682.2272849057341	682.2247116656948	681.2174351988149	40573.60591449788	1	0	1.0	0.0	0.0	2	930	933	4	40573.60591449788	0.0	""
392	537.6626114485571	583.2911705401319	583.2912604803695	1164.567968026979	309865.28000171017	2	0	1.0	0.0	0.0	2	919	934	14	309865.28000171017	0.0	""
393	537.2985912645988	419.9411124863899	419.94079576231525	1675.734077181741	316159.3605713156	4	0	1.0	0.0	0.0	2	928	936	7	316159.3605713156	0.0	""
394	537.2101742322036	517.2307637662271	517.2308228100093	1548.670639029388	275032.6317361811	3	0	1.0	0.0	0.0	2	928	935	8	275032.6317361811	0.0	""
395	537.0334771100956	441.23067340587573	441.2304381022891	1320.6694849062274	235030.9524659039	3	0	1.0	0.0	0.0	2	925	935	11	235030.9524659039	0.0	""
396	537.7410036632391	524.7796331910735	524.781357950007	1047.548162966254	291545.87026299664	2	0	1.0	0.0	0.0	2	925	945	18	291545.87026299664	0.0	""
397	537.5657306692509	817.2116655140334	817.2100802821153	816.2028038152354	656726.0314326652	1	0	1.0	0.0	0.0	2	924	938	15	656726.0314326652	0.0	""
398	535.6821352424225	889.2311938850547	889.2306027675771	888.2233263006972	636901.9977413581	1	0	1.0	0.0	0.0	2	919	942	23	636901.9977413581	0.0	""
399	538.584203451994	423.1993154695193	423.1992520719464	1266.5759268151992	232815.3214260061	3	0	1.0	0.0	0.0	2	933	947	13	232815.3214260061	0.0	""
400	538.2107251380248	433.3304421681435	433.3304825186653	432.3232060517853	859513.5354195039	1	0	1.0	0.0	0.0	2	926	946	21	859513.5354195039	0.0	""
401	538.5102097512256	523.1332553650199	523.1331374890194	522.1258610221395	1191959.2215435884	1	0	1.0	0.0	0.0	2	922	943	22	1191959.2215435884	0.0	""
402	538.4910033141438	402.53191031769126	402.5318600330106	1204.573750698392	110716.15812345673	3	0	1.0	0.0	0.0	2	934	940	7	110716.15812345673	0.0	""
403	540.3025553039199	609.206913242746	609.2064043053197	608.1991278384397	1321406.8838351343	1	0	1.0	0.0	0.0	2	919	953	33	1321406.8838351343	0.0	""
404	540.2466682534006	419.94071423511497	419.9404565680881	1675.7327204048324	501959.8935038454	4	0	1.0	0.0	0.0	2	935	950	12	501959.8935038454	0.0	""
405	538.3268509622275	463.1463835050723	463.1452409841913	462.1379645173113	1119358.466085089	1	0	1.0	0.0	0.0	2	930	947	18	1119358.466085089	0.0	""
406	540.0065324317363	470.73644392870347	470.73665479758813	939.4587566614163	188247.56135383673	2	0	1.0	0.0	0.0	2	934	942	8	188247.56135383673	0.0	""
407	538.5069599648618	447.0988187780464	447.0956362097414	446.08835974286137	1000078.8369549685	1	0	1.0	0.0	0.0	3	919	948	28	1000078.8369549685	0.0	""
408	540.1612208301312	517.2308917184209	517.2308935893517	1548.670851367415	679929.6082935033	3	0	1.0	0.0	0.0	3	935	953	17	679929.6082935033	0.0	""
409	541.0493036935524	504.10733150586555	504.1062766840493	503.0990002171693	922084.5525902197	1	0	1.0	0.0	0.0	2	917	949	33	922084.5525902197	0.0	""
410	539.9319940398912	891.2302510303216	891.2299863721869	890.2227099053069	179271.10852865712	1	0	1.0	0.0	0.0	2	932	944	12	179271.10852865712	0.0	""
411	540.8898959015562	522.116222404664	522.1145089100221	521.1072324431422	48153.92304851259	1	0	1.0	0.0	0.0	2	941	946	5	48153.92304851259	0.0	""
412	538.8128365576966	597.1533738891535	597.1531345196382	596.1458580527583	1538305.9353335917	1	0	1.0	0.0	0.0	2	921	961	37	1538305.9353335917	0.0	""
413	537.0719379138804	473.2769176004929	473.27691016351145	944.5392673932629	496725.6835619601	2	0	1.0	0.0	0.0	2	926	946	17	496725.6835619601	0.0	""
414	539.7804017678444	431.0850551467163	431.0848367890346	430.0775603221546	403268.5511576086	1	0	1.0	0.0	0.0	2	936	945	10	403268.5511576086	0.0	""
415	542.0132159623862	441.23042478341364	441.230477215957	1320.669602247231	146137.27194675012	3	0	1.0	0.0	0.0	2	941	948	7	146137.27194675012	0.0	""
416	541.9291417452262	409.0653422032874	409.0648042636437	1632.2301111870547	59623.46286547761	4	0	1.0	0.0	0.0	2	943	949	5	59623.46286547761	0.0	""
417	540.8854366037932	439.8430106787162	439.8427218540955	438.8354453872155	868363.043957637	1	0	1.0	0.0	0.0	2	938	958	21	868363.043957637	0.0	""
418	542.5281141860497	476.74528671194975	476.74539677017214	951.4762406065843	218838.0367852465	2	0	1.0	0.0	0.0	2	942	956	13	218838.0367852465	0.0	""
419	542.3564503394379	524.7798319473092	524.7825267759974	1047.550500618235	183564.8263008259	2	0	1.0	0.0	0.0	2	943	956	11	183564.8263008259	0.0	""
420	542.1215080483203	419.9408263712263	419.94055020960434	837.8665474854487	227613.213345781	2	0	1.0	0.0	0.0	2	946	953	8	227613.213345781	0.0	""
421	541.8933893164207	470.73661310494236	470.73680232832726	939.4590517228945	470066.0282796718	2	0	1.0	0.0	0.0	2	942	957	14	470066.0282796718	0.0	""
422	541.3284353346169	555.2766620917799	555.2765760974128	1108.5385992610657	242473.5485557925	2	0	1.0	0.0	0.0	2	941	954	12	242473.5485557925	0.0	""
423	542.5363887548449	891.2304895441995	891.2292617970522	890.2219853301723	118214.20419586726	1	0	1.0	0.0	0.0	2	946	952	7	118214.20419586726	0.0	""
424	542.33815464257	415.2474057800756	415.2474650399448	828.4803771461296	206238.53543697542	2	0	1.0	0.0	0.0	2	944	953	9	206238.53543697542	0.0	""
425	542.3871931104356	448.09896981734676	448.0965984553249	447.0893219884449	182249.02157666147	1	0	1.0	0.0	0.0	2	946	956	7	182249.02157666147	0.0	""
426	542.679848913097	423.1996388134336	423.19926078907173	1266.5759529665752	214196.63017916016	3	0	1.0	0.0	0.0	2	946	957	10	214196.63017916016	0.0	""
427	542.2710954579283	431.067123853897	431.0667925652667	430.0595160983867	273583.1755728316	1	0	1.0	0.0	0.0	2	945	954	9	273583.1755728316	0.0	""
428	541.8863104147845	506.08650044476883	506.0852150007288	505.0779385338488	203286.00084942085	1	0	1.0	0.0	0.0	2	944	954	9	203286.00084942085	0.0	""
429	542.9948183670062	473.27642601869843	473.2765036748179	944.5384544158758	255064.49731154088	2	0	1.0	0.0	0.0	2	945	954	10	255064.49731154088	0.0	""
430	542.8603202695737	489.77684451775326	489.776631210486	977.538709487212	1043457.0598638124	2	0	1.0	0.0	0.0	2	931	958	28	1043457.0598638124	0.0	""
431	543.4039454180095	610.1831867864333	610.1825085921964	609.1752321253165	963777.9969598714	1	0	1.0	0.0	0.0	3	949	968	19	963777.9969598714	0.0	""
432	542.6468418432651	611.1840743231705	611.1830537724638	610.1757773055839	167940.76782542444	1	0	1.0	0.0	0.0	2	948	956	9	167940.76782542444	0.0	""
433	520.3658516405079	453.5639892513247	453.5639928418148	1357.6701491248045	4.7056577838000685E7	3	0	1.0	0.0	0.0	2	814	960	145	4.7056577838000685E7	0.0	""
434	543.2988733618397	534.190890772778	534.189623359603	533.1823468927231	1052455.3912856765	1	0	1.0	0.0	0.0	2	943	968	24	1052455.3912856765	0.0	""
435	544.1974922373325	890.2312765413445	890.2301291210305	889.2228526541505	368858.661055661	1	0	1.0	0.0	0.0	3	945	964	17	368858.661055661	0.0	""
436	545.1687083998563	463.12949173567563	463.1282798189993	462.1210033521193	1705151.4104060368	1	0	1.0	0.0	0.0	3	931	964	30	1705151.4104060368	0.0	""
437	542.5937620858485	583.291394907	583.2913895533177	1164.5682261728755	439561.10948029463	2	0	1.0	0.0	0.0	2	942	958	17	439561.10948029463	0.0	""
438	543.6882633120314	524.2783057460913	524.2782521617203	1046.5419513896807	491921.9041970734	2	0	1.0	0.0	0.0	2	950	963	14	491921.9041970734	0.0	""
439	546.9319210312524	816.2129780519341	816.2102241320049	815.202947665125	3168987.199862448	1	0	1.0	0.0	0.0	3	936	970	26	3168987.199862448	0.0	""
440	543.8327612778138	413.5383860261267	413.5382574823886	1237.5929430465258	144914.48751289578	3	0	1.0	0.0	0.0	2	950	963	9	144914.48751289578	0.0	""
441	544.5800663968126	408.5442127368509	408.5442742734774	1222.6109934197923	359492.8423274106	3	0	1.0	0.0	0.0	2	952	963	9	359492.8423274106	0.0	""
442	544.2955644448555	651.1441310736146	651.1433847551934	650.1361082883135	321734.2238765145	1	0	1.0	0.0	0.0	2	948	963	11	321734.2238765145	0.0	""
443	545.1111955514484	448.7597108528652	448.7605582311689	1343.2598452928667	146120.92500426227	3	0	1.0	0.0	0.0	2	958	964	6	146120.92500426227	0.0	""
444	545.516260967081	419.940952646331	419.94081606725337	1675.7341584014935	228580.7453759304	4	0	1.0	0.0	0.0	2	954	964	11	228580.7453759304	0.0	""
445	544.8981976305025	517.2307810145159	517.2308013640123	1548.670574691397	358442.6864107137	3	0	1.0	0.0	0.0	2	954	968	11	358442.6864107137	0.0	""
446	545.6133476097725	432.0679612380358	432.064923605694	431.057647138814	47513.79738262712	1	0	1.0	0.0	0.0	2	960	964	4	47513.79738262712	0.0	""
447	545.4843825726987	470.7363526485068	470.7364847721017	939.4584166104434	409278.6120563334	2	0	1.0	0.0	0.0	2	954	968	11	409278.6120563334	0.0	""
448	545.5175746913743	473.2768629466437	473.27696794914937	944.5393829645387	271111.3118049478	2	0	1.0	0.0	0.0	2	955	966	12	271111.3118049478	0.0	""
449	545.6387684197356	579.1043540491829	579.1034114203895	578.0961349535096	510399.3455139628	1	0	1.0	0.0	0.0	2	946	966	17	510399.3455139628	0.0	""
450	546.2327477616961	439.842923048148	439.84212332876524	438.83484686188524	380034.70988000924	1	0	1.0	0.0	0.0	2	952	966	13	380034.70988000924	0.0	""
451	544.7099502857833	506.08624564132595	506.08463665826645	505.07736019138645	277988.19796757435	1	0	1.0	0.0	0.0	2	954	967	13	277988.19796757435	0.0	""
452	542.6488185885859	433.3304191739525	433.33046679716546	432.32319033028546	1501090.2364030017	1	0	1.0	0.0	0.0	2	947	980	34	1501090.2364030017	0.0	""
453	546.7662255014934	464.1290514297091	464.1274146520139	463.1201381851339	142107.8820480995	1	0	1.0	0.0	0.0	2	961	968	7	142107.8820480995	0.0	""
454	547.1961026937719	419.941060805373	419.9410537732589	837.8675546127578	123260.28852578563	2	0	1.0	0.0	0.0	2	965	970	6	123260.28852578563	0.0	""
455	547.5370900176122	447.0989169687271	447.0985715077389	446.0912950408589	1655750.3215927798	1	0	1.0	0.0	0.0	2	943	972	30	1655750.3215927798	0.0	""
456	547.2723878969755	408.210189152507	408.21016889976676	1221.6086772986603	736953.5528189292	3	0	1.0	0.0	0.0	2	962	975	11	736953.5528189292	0.0	""
457	547.7366887487472	467.8380621504503	467.83766292596266	466.83038645908266	255502.6726944668	1	0	1.0	0.0	0.0	2	962	972	11	255502.6726944668	0.0	""
458	546.8501980532374	489.77666717129586	489.7764737243703	977.5383945149806	802722.8371942524	2	0	1.0	0.0	0.0	3	959	977	19	802722.8371942524	0.0	""
459	545.6574469173761	461.1680424150257	461.1679613913721	460.1606849244921	910872.474160614	1	0	1.0	0.0	0.0	2	948	971	24	910872.474160614	0.0	""
460	548.3396008803547	503.10658195062047	503.10595323381403	502.09867676693403	2175074.1464287825	1	0	1.0	0.0	0.0	2	950	979	26	2175074.1464287825	0.0	""
461	546.9899460537778	535.1883085698416	535.1877358075288	534.1804593406489	391929.79944072216	1	0	1.0	0.0	0.0	2	957	973	17	391929.79944072216	0.0	""
462	547.8992054929331	579.1041948980097	579.1036299887298	578.0963535218499	210959.26339377253	1	0	1.0	0.0	0.0	2	966	972	6	210959.26339377253	0.0	""
463	547.8567810490875	413.5381715233869	413.53837716168647	1237.5933020844195	104636.2804789744	3	0	1.0	0.0	0.0	2	964	973	6	104636.2804789744	0.0	""
464	542.8966070648887	463.1462872211045	463.1449486225491	462.1376721556691	2461938.0024917894	1	0	1.0	0.0	0.0	2	948	984	37	2461938.0024917894	0.0	""
465	547.8923847797538	473.27666943079345	473.27668390761335	944.5388148814667	138957.42453272908	2	0	1.0	0.0	0.0	2	967	975	7	138957.42453272908	0.0	""
466	548.129385995505	476.7451567762686	476.74554373125596	951.4765345287519	88671.84143604021	2	0	1.0	0.0	0.0	2	968	974	6	88671.84143604021	0.0	""
467	548.9752036219452	505.08595427862775	505.08474484292793	504.07746837604793	893514.5381609941	1	0	1.0	0.0	0.0	3	967	983	16	893514.5381609941	0.0	""
468	548.901983493767	521.1166633821473	521.1156865124229	520.108410045543	94692.6475622273	1	0	1.0	0.0	0.0	2	971	976	6	94692.6475622273	0.0	""
469	551.0211192134695	744.1922991191204	744.1912314991084	743.1839550322285	2566910.1928139557	1	0	1.0	0.0	0.0	2	955	987	30	2566910.1928139557	0.0	""
470	549.5675480791588	517.2306259908053	517.2308134171375	1548.6706108507724	135976.03969992936	3	0	1.0	0.0	0.0	2	969	976	7	135976.03969992936	0.0	""
471	548.1683615134084	463.1295194193855	463.1291290290361	462.1218525621561	812599.3232497503	1	0	1.0	0.0	0.0	2	965	980	16	812599.3232497503	0.0	""
472	545.5860457054305	430.0881726239047	430.08609168475334	429.07881521787334	3292002.548917899	1	0	1.0	0.0	0.0	2	946	987	33	3292002.548917899	0.0	""
473	549.4368834946041	447.0987970414687	447.0959082689313	446.0886318020513	541434.1844246594	1	0	1.0	0.0	0.0	3	971	983	13	541434.1844246594	0.0	""
474	549.1764318415551	468.2654157078052	468.2654179024002	934.5162828710404	370840.67712149094	2	0	1.0	0.0	0.0	2	969	979	10	370840.67712149094	0.0	""
475	549.2738761520789	651.1439103778815	651.1429403002744	650.1356638333945	346771.45233681286	1	0	1.0	0.0	0.0	2	964	979	15	346771.45233681286	0.0	""
476	550.0929626086345	432.0670601323007	432.06511327107677	431.05783680419677	57133.80521771296	1	0	1.0	0.0	0.0	2	974	978	4	57133.80521771296	0.0	""
477	549.7377672680907	526.2849534053213	526.2850222202726	1050.5554915067853	118343.97989934395	2	0	1.0	0.0	0.0	2	973	979	7	118343.97989934395	0.0	""
478	550.5429323626287	461.1677747580121	461.1676938350366	460.1604173681566	479249.358762754	1	0	1.0	0.0	0.0	2	971	983	12	479249.358762754	0.0	""
479	549.4707616848472	431.26460688099525	431.2645398449943	860.5145267562286	1222222.5148403118	2	0	1.0	0.0	0.0	2	947	978	30	1222222.5148403118	0.0	""
480	544.9131497053819	453.56396436530736	453.5639727016472	1357.6700887043016	3493586.920739138	3	0	1.0	0.0	0.0	3	956	986	27	3493586.920739138	0.0	""
481	550.3171316600011	439.8428686320999	439.84255494400173	438.83527847712173	974997.9227922723	1	0	1.0	0.0	0.0	2	967	991	25	974997.9227922723	0.0	""
482	549.3850875909948	470.73649406994986	470.7366311772911	939.4587094208222	561385.3430720745	2	0	1.0	0.0	0.0	2	969	984	15	561385.3430720745	0.0	""
483	551.3190031141746	413.53794369977163	413.5385510372219	1237.5938237110258	35244.952674387794	3	0	1.0	0.0	0.0	2	980	984	3	35244.952674387794	0.0	""
484	551.4583361102973	537.1656581068486	537.1648798165669	536.157603349687	1442048.0910878193	1	0	1.0	0.0	0.0	2	967	999	33	1442048.0910878193	0.0	""
485	545.6454855073525	609.2070419018664	609.206426142882	608.1991496760021	1339695.586678262	1	0	1.0	0.0	0.0	2	954	985	32	1339695.586678262	0.0	""
486	551.3639864629539	438.2539237578707	438.2539162167387	874.4932794997173	171363.19690380117	2	0	1.0	0.0	0.0	2	977	985	9	171363.19690380117	0.0	""
487	550.8348139810935	504.10726945356726	504.10570617599654	503.09842970911654	503349.6431217115	1	0	1.0	0.0	0.0	2	972	987	16	503349.6431217115	0.0	""
488	548.2259753289468	610.1831322183277	610.1827390632944	609.1754625964145	947196.6384830583	1	0	1.0	0.0	0.0	2	968	993	22	947196.6384830583	0.0	""
489	550.19427976337	408.21008158586073	408.2100946477636	1221.6084545426509	888989.3961325053	3	0	1.0	0.0	0.0	2	971	997	25	888989.3961325053	0.0	""
490	555.9299586964862	463.14635686178315	463.14513648760555	462.13786002072555	978781.5230403972	1	0	1.0	0.0	0.0	3	985	999	15	978781.5230403972	0.0	""
491	549.2670271075755	579.1044023942592	579.1037749926193	578.0964985257393	571113.1552070196	1	0	1.0	0.0	0.0	2	973	991	17	571113.1552070196	0.0	""
492	552.7398091985992	651.144134930095	651.143495884514	650.136219417634	299996.6545502759	1	0	1.0	0.0	0.0	2	979	992	12	299996.6545502759	0.0	""
493	553.0504890765292	495.8325738626721	495.8321345632253	494.8248580963453	1240536.7944888773	1	0	1.0	0.0	0.0	2	973	999	20	1240536.7944888773	0.0	""
494	551.716010767145	419.9409203252423	419.94067491622525	1675.733593797381	240600.163180983	4	0	1.0	0.0	0.0	2	980	993	11	240600.163180983	0.0	""
495	554.1608482211212	470.7364736639278	470.7364628328071	939.4583727318542	397483.45530961204	2	0	1.0	0.0	0.0	2	982	993	12	397483.45530961204	0.0	""
496	553.7617205739804	523.7766096028838	523.7765878695888	1045.5386228054176	516209.4352631191	2	0	1.0	0.0	0.0	2	983	999	17	516209.4352631191	0.0	""
497	551.4503870547161	817.2115404976558	817.2108850091082	816.2036085422283	2241511.0206544334	1	0	1.0	0.0	0.0	2	961	999	39	2241511.0206544334	0.0	""
498	553.9052305082553	431.08540533528816	431.0851984271332	430.0779219602532	902138.3809151286	1	0	1.0	0.0	0.0	2	978	999	22	902138.3809151286	0.0	""
499	554.0177201053764	463.1296195553596	463.128882662947	462.121606196067	977003.9016046699	1	0	1.0	0.0	0.0	3	981	999	19	977003.9016046699	0.0	""
500	553.9061358568724	447.0988562679597	447.0974040504019	446.0901275835219	1375218.718132454	1	0	1.0	0.0	0.0	3	979	999	21	1375218.718132454	0.0	""
501	553.1785549920246	461.16831176086544	461.16779798838564	460.16052152150564	493270.0762246009	1	0	1.0	0.0	0.0	2	984	1000	14	493270.0762246009	0.0	""
502	554.3696598327626	609.2072358788708	609.2060518950765	608.1987754281965	404997.8977978233	1	0	1.0	0.0	0.0	2	985	999	12	404997.8977978233	0.0	""
503	554.0857456756614	413.5385396714355	413.53848602775133	1237.593628682614	51365.154374959086	3	0	1.0	0.0	0.0	2	989	996	5	51365.154374959086	0.0	""
504	554.7687548718628	890.2322619397527	890.231208425191	889.223931958311	334003.91776889836	1	0	1.0	0.0	0.0	2	977	996	17	334003.91776889836	0.0	""
505	556.3379203428881	467.76392457267093	467.7638507604271	933.5131485870942	834795.9767756776	2	0	1.0	0.0	0.0	3	988	999	12	834795.9767756776	0.0	""
506	556.0203616244896	448.2582564831486	448.25819228583384	894.5018316379077	335701.300147003	2	0	1.0	0.0	0.0	2	990	999	10	335701.300147003	0.0	""
507	552.6888830482155	453.5639372084206	453.5639440304265	1357.6700026906396	1423333.9621461034	3	0	1.0	0.0	0.0	3	983	999	17	1423333.9621461034	0.0	""
508	556.0004447077151	439.8430671772975	439.8425709982073	438.8352945313273	354509.5441438324	1	0	1.0	0.0	0.0	2	991	1000	8	354509.5441438324	0.0	""
509	555.6468704502079	503.10664747220085	503.10519383782514	502.09791737094514	1612238.157160977	1	0	1.0	0.0	0.0	3	980	999	20	1612238.157160977	0.0	""
510	555.5295434799182	505.0858926927953	505.0852793093123	504.0780028424323	914693.5060458996	1	0	1.0	0.0	0.0	2	983	999	17	914693.5060458996	0.0	""
511	551.5371889396638	533.1899504224882	533.1893915613632	532.1821150944833	3930032.2876401744	1	0	1.0	0.0	0.0	2	962	999	38	3930032.2876401744	0.0	""
512	554.8375343345389	577.1256484498224	577.1250312716013	576.1177548047214	496602.0482422843	1	0	1.0	0.0	0.0	2	989	999	11	496602.0482422843	0.0	""
513	556.3404656498609	579.1044270205589	579.1037008347258	578.0964243678459	277320.9646653219	1	0	1.0	0.0	0.0	2	990	1000	9	277320.9646653219	0.0	""
514	555.663629774098	651.1443291880729	651.1439784851959	650.136702018316	183233.54894742285	1	0	1.0	0.0	0.0	2	991	999	9	183233.54894742285	0.0	""
515	552.8009128945286	684.2013334902211	684.2009442488677	683.1936677819878	709582.5783283482	1	0	1.0	0.0	0.0	2	974	1000	21	709582.5783283482	0.0	""
516	555.8420211693573	744.1920528556307	744.1900112241175	743.1827347572375	1398533.3203927875	1	0	1.0	0.0	0.0	2	977	999	23	1398533.3203927875	0.0	""
517	555.6963221559843	818.2114496550498	818.210427148669	817.2031506817891	200334.80521926587	1	0	1.0	0.0	0.0	2	994	1000	6	200334.80521926587	0.0	""
518	556.5982912822684	423.7262309326558	423.7262886530667	845.4380243723734	5388823.860626788	2	0	1.0	0.0	0.0	3	961	1000	39	5388823.860626788	0.0	""
519	552.5941927700679	431.0675103763924	431.06683416351086	430.05955769663086	649745.7483295272	1	0	1.0	0.0	0.0	2	981	1000	19	649745.7483295272	0.0	""
520	556.5990185156311	431.26456610667054	431.26454725889073	860.5145415840215	2582267.8219457786	2	0	1.0	0.0	0.0	2	979	1000	22	2582267.8219457786	0.0	""
521	556.2547013331404	437.7525647508457	437.75252761935104	873.4905023049421	353478.25126482587	2	0	1.0	0.0	0.0	2	995	1000	6	353478.25126482587	0.0	""
522	555.606243954679	470.7363863495693	470.73667466432875	939.4587963948975	254813.40352505323	2	0	1.0	0.0	0.0	2	993	1000	8	254813.40352505323	0.0	""
523	555.5769790311688	489.2751330024487	489.27509825628715	976.5356435788143	627405.9629202306	2	0	1.0	0.0	0.0	3	990	1000	9	627405.9629202306	0.0	""
524	556.5979576402873	646.3142649890292	646.3142710777307	645.3069946108508	743643.6352242571	1	0	1.0	0.0	0.0	2	977	1000	24	743643.6352242571	0.0	""
525	264.29566983948166	431.067418547094	431.0661630414727	430.0588865745927	287378.02755518	1	0	1.0	0.0	0.0	3	0	6	6	287378.02755518	0.0	""
526	266.0247467023254	439.84296979820385	439.84270398686147	438.83542751998147	301768.70998969924	1	0	1.0	0.0	0.0	2	0	11	12	301768.70998969924	0.0	""
527	265.35213317483425	415.0358510357417	415.0349951900948	414.0277187232148	56356.33897472329	1	0	1.0	0.0	0.0	2	0	5	5	56356.33897472329	0.0	""
528	264.67694108385865	523.1330759844142	523.132956779565	522.1256803126851	677770.0246486918	1	0	1.0	0.0	0.0	2	0	10	11	677770.0246486918	0.0	""
529	264.66935496969404	610.1831725439666	610.1830348610089	609.1757583941289	627746.4159200662	1	0	1.0	0.0	0.0	2	0	17	18	627746.4159200662	0.0	""
530	265.23251053279677	504.1073180007484	504.10592908430624	503.09865261742624	402696.38548257924	1	0	1.0	0.0	0.0	2	0	10	11	402696.38548257924	0.0	""
531	269.4550040623364	744.192017364371	744.1908184372854	743.1835419704055	2434815.739006249	1	0	1.0	0.0	0.0	3	0	25	26	2434815.739006249	0.0	""
532	269.7348881904657	817.2114153197481	817.2105102344179	816.203233767538	2128950.171287387	1	0	1.0	0.0	0.0	3	0	30	31	2128950.171287387	0.0	""
533	265.17512974496117	506.0862707150754	506.0842951744204	505.0770187075404	174855.59508327208	1	0	1.0	0.0	0.0	2	0	7	8	174855.59508327208	0.0	""
534	265.75192620751307	521.1164625477923	521.1146991471155	520.1074226802356	88399.9650366845	1	0	1.0	0.0	0.0	2	1	7	6	88399.9650366845	0.0	""
535	265.8768153205675	577.2151926550615	577.2171354219494	1152.4197179101388	188256.55307622533	2	0	1.0	0.0	0.0	2	0	7	8	188256.55307622533	0.0	""
536	265.48428440829844	580.1041177319163	580.1025796958844	579.0953032290045	132917.45311756324	1	0	1.0	0.0	0.0	2	0	9	8	132917.45311756324	0.0	""
